OBJECTID_1,OBJECTID,DIGEST,SITUS,TAXPIN,PARID,ATRPIN,TAX_DISTR,OWNER,OWPART2,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS5,LUC,NBHD,PROP_CLASS,CLASS,TOT_APPR,TOT_ASSESS,IMPR_APPR,LAND_APPR,FUL_EX_COD,VAL_ACRES,STRUCT_FLR,STRUCT_YR,TIEBACK,TAXYEAR,STATUS_COD,LIV_UNITS,PCODE,UNIT_NUM,EXTVER,PIN,OLD_ID,STR_NUMBER,ATLPIN,GIS_LAND_P,TaxPin_joi,address_no,taxpin4,APN,PARID_1,LandUse_Description,NPU,Neighborhood_Name,PARID_no_s,SCI_Landuse,Photographs,Lot_Condition,Structure_Condition,Sidewalks,Multiple_Violations
46752,45305,2010,923 LEE ST SW,14 01060001028,14 010600010284,14 -0106-0001-028-4,5,C & F WRECKER SERVICE INC, ,1465 WESTWOOD AVE SW,ATLANTA GA 30310, , ,348,C603,C3,C,788300,315320,130440,184880, ,0.79,0,1985, ,2010,6,0, ,28,20101028,14 01060001028,1.40E+12,923 LEE ST SW, ,0, 14 01060001028,0,1028, ,14 010600010284,CONVENIENCE FOOD MARKET 348,T,West End,1.40E+12,C,0, , , , 
48192,47371,2010,825 M L KING JR DR NW,14 01100008095,14 011000080950,14 -0110-0008-095-0,05Z,ATLANTA WESTSIDE VILLAGE RETAIL PARTNERS, ,170 NORTHSIDE DR SW STE 514,ATLANTA GA 30313, , ,347,C407,C4,C,6726600,2690640,1353000,1337640, ,0,0,2002, ,2010,N,0, ,95,20101028,14 01100008095,1.40E+12,825 M L KING JR DR NW, ,0, 14 01100008095,0,8095, ,14 011000080950,SUPERMARKET 347,L,Vine City,1.40E+12,C,photos\124\155586\img_rpt-allensr_at_tapinspect_dot_com-2012-4-17-10-27-27_1.jpg,Good,Good,Yes,N
48445,47006,2010,766 JOSEPH E BOONE BLVD,14 01100002150,14 011000021509,14 -0110-0002-150-9,05Z,MEMARZADEH ASGHAR, ,481 IVY PARK LANE NE,ATLANTA GA 30342, , ,348,C407,C3,C,121300,48520,19920,28600, ,0,0,0, ,2010,6,0, ,150,20101028,14 01100002150,1.40E+12,766 JOSEPH E BOONE BLVD, ,0, 14 01100002150,0,2150, ,14 011000021509,CONVENIENCE FOOD MARKET 348,L,Vine City,1.40E+12,C,photos\123\151648\img_rpt-shandra_at_tapinspect_dot_com-2012-4-12-12-47-27_1.jpg,Fair,Fair,Yes,N
48602,50228,2010,949 MAYSON TURNER RD NW,14 01150007024,14 011500070246,14 -0115-0007-024-6,5,AMOCO OIL CO, ,P.O. BOX 1548,WARRENVILLE IL 60555, , ,348,C408,C3,C,262100,104840,64920,39920, ,0,0,1986, ,2010,6,0, ,24,20101028,14 01150007024,1.40E+12,949 MAYSON TURNER RD NW, ,0, 14 01150007024,0,7024, ,14 011500070246,CONVENIENCE FOOD MARKET 348,K,Washington Park,1.40E+12,C,photos\123\179649\img_rpt-shandra_at_tapinspect_dot_com-2012-5-24-13-44-43_1.jpg,Good,Good,Yes,N
49315,49802,2010,336 JOSEPH E LOWERY BLVD NW,14 01140007181,14 011400071815,14 -0114-0007-181-5,5,SBH L L C, ,785 MC KENZIE CT,ATLANTA GA 30331, , ,333,C408,C3,C,407500,163000,36280,126720, ,0,0,1971, ,2010,6,0, ,181,20101028,14 01140007181,1.40E+12,336 JOSEPH E LOWERY BLVD NW, ,0, 14 01140007181,0,7181, ,14 011400071815,SERVICE STATION WITH BAYS 333,K,Bankhead,1.40E+12,C,photos\37\156219\img_rpt-jballensr_at_gmail_dot_com-2012-4-4-8-15-21_1.jpg,Good,Good,Yes,N
49518,49014,2010,902 DONALD LEE HOLLOWELL PKWY NW,14 01120007082,14 011200070827,14 -0112-0007-082-7,05Z,WADE ORR CENTER LLC, ,P O BOX 1565,LAWRENCEVILLE GA 30046, , ,348,C407,C3,C,1048800,419520,136640,282880, ,0,0,1983, ,2010,6,0, ,82,20101028,14 01120007082,1.40E+12,902 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01120007082,0,7082, ,14 011200070827,CONVENIENCE FOOD MARKET 348,L,English Avenue,1.40E+12,C,photos\27\144031\img_rpt-rrdw777_at_gmail_dot_com-2012-3-29-9-36-17_1.jpg,Fair,Fair,Yes,N
49563,49021,2010,808 DONALD LEE HOLLOWELL PKWY NW,14 01120007091,14 011200070918,14 -0112-0007-091-8,05Z,TOPLE CONSTRUCTION &, ,792 DONALD LEE HOWELL PKWY NW,ATLANTA GA 30318, , ,333,C407,C3,C,457400,182960,25200,157760, ,0,0,1950, ,2010,6,0, ,91,20101028,14 01120007091,1.40E+12,808 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01120007091,0,7091, ,14 011200070918,SERVICE STATION WITH BAYS 333,L,English Avenue,1.40E+12,C,photos\27\144597\img_rpt-rrdw777_at_gmail_dot_com-2012-3-29-10-29-58_1.jpg,Poor,Poor,Yes,N
49629,49234,2010,1060 JEFFERSON ST NW,14 01130003080,14 011300030804,14 -0113-0003-080-4,5,ONE ZERO SIX ZERO JEFFERSON STREET LLC, ,1060 JEFFERSON ST,ATLANTA GA 30318, , ,333,C408,I3,I,357000,142800,0,142800, ,1.1,0,1962, ,2010,6,0, ,80,20101028,14 01130003080,1.40E+12,1060 JEFFERSON ST NW, ,0, 14 01130003080,0,3080, ,14 011300030804,SERVICE STATION WITH BAYS 333,K,Bankhead,1.40E+12,C,photos\44\114334\img_rpt-octaveceo_at_yahoo_dot_com-2012-2-15-11-21-31_1.jpg,Good,Good,Yes,N
49635,49249,2010,995 DONALD LEE HOLLOWELL PKWY NW,14 01130004053,14 011300040530,14 -0113-0004-053-0,5,"I & D SISTER, LLC", ,5161 STONE MOUNTAIN HWY,STONE MOUNTAIN GA 30087, , ,348,C408,C3,C,267500,107000,23760,83240, ,0,0,1955, ,2010,6,0, ,53,20101028,14 01130004053,1.40E+12,995 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01130004053,0,4053, ,14 011300040530,CONVENIENCE FOOD MARKET 348,K,Bankhead,1.40E+12,C,0, , , , 
49654,48826,2010,900 NORTHSIDE DR NW,14 01120003059,14 011200030599,14 -0112-0003-059-9,5,COLEMAN LOUISE LANIER, ,2520 SOUTH BRYAN CIR,EAST POINT GA 30344, , ,333,CB06,C3,C,705300,282120,63840,218280, ,0,0,1956, ,2010,6,0, ,59,20101028,14 01120003059,1.40E+12,900 NORTHSIDE DR NW, ,0, 14 01120003059,0,3059, ,14 011200030599,SERVICE STATION WITH BAYS 333,E,Marietta Street Artery,1.40E+12,C,0, , , , 
50058,49347,2010,948 DONALD LEE HOLLOWELL PKWY NW,14 01130006115,14 011300061155,14 -0113-0006-115-5,5,ABEBE MEKONNEN, ,948 BANKHEAD HWY,ATLANTA GA 30318, , ,348,C408,C3,C,607900,243160,108080,135080, ,0,0,1952, ,2010,6,0, ,115,20101028,14 01130006115,1.40E+12,948 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01130006115,0,6115, ,14 011300061155,CONVENIENCE FOOD MARKET 348,K,Bankhead,1.40E+12,C,0, , , , 
50742,51440,2010,343 JOSEPH E LOWERY BLVD SW,14 01170003056,14 011700030560,14 -0117-0003-056-0,5,WILLINGHAM ROOSEVELT & CALVIN, ,2070 ROGERS AVE SW,ATLANTA GA 30310, , ,348,C408,C3,C,480500,192200,80480,111720, ,0,0,2002, ,2010,6,0, ,56,20101028,14 01170003056,1.40E+12,343 JOSEPH E LOWERY BLVD SW, ,0, 14 01170003056,0,3056, ,14 011700030560,CONVENIENCE FOOD MARKET 348,T,Harris Chiles,1.40E+12,C,photos\130\155472\img_rpt-tabatha_at_tapinspect_dot_com-2012-4-17-10-23-23_2.jpg,Good,Good,Yes,N
50769,51860,2010,1098 RALPH D ABERNATHY BLVD SW,14 01180001115,14 011800011155,14 -0118-0001-115-5,5,M M K INC A, ,115 ARBOR GATE,PEACHTREE CITY GA 30269, , ,348,C603,C3,C,384300,153720,5200,148520, ,0.5,0,1958, ,2010,6,0, ,115,20101028,14 01180001115,1.40E+12,1098 RALPH D ABERNATHY BLVD SW, ,0, 14 01180001115,0,1115, ,14 011800011155,CONVENIENCE FOOD MARKET 348,T,West End,1.40E+12,C,photos\124\183502\img_rpt-allensr_at_tapinspect_dot_com-2012-5-30-9-38-4_1.jpg,Poor,No Structure,Yes,N
50956,51698,2010,507 JOSEPH E LOWERY BLVD,14 01170008130,14 011700081308,14 -0117-0008-130-8,5,EXCELL INTOWN PROP LLC, ,P O BOX 1565,TAX SECTION,LAWRENCEVILLE GA 30046, ,348,C603,C3,C,839900,335960,84000,251960, ,0.86,0,1982, ,2010,6,0, ,130,20101028,14 01170008130,1.40E+12,507 JOSEPH E LOWERY BLVD, ,0, 14 01170008130,0,8130, ,14 011700081308,CONVENIENCE FOOD MARKET 348,T,West End,1.40E+12,C,photos\130\153729\img_rpt-tabatha_at_tapinspect_dot_com-2012-4-16-10-28-27_2.jpg,Good,Good,Yes,N
51080,51936,2010,683 ASHBY ST SW,14 01180003036,14 011800030361,14 -0118-0003-036-1,5,KIM BAIK KYU & JEAN SOOK, ,683 JOSEPH E LOWERY BLVD # SW,ATLANTA GA 30310, , ,347,C603,C3,C,645400,258160,151560,106600, ,1.08,0,1980, ,2010,6,0, ,36,20101028,14 01180003036,1.40E+12,683 ASHBY ST SW, ,0, 14 01180003036,0,3036, ,14 011800030361,SUPERMARKET 347,T,West End,1.40E+12,C,photos\86\32105\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-2-13-58-9_1.jpg,Good,Good,Yes,N
51316,50722,2010,3 ASHBY ST SW,14 01160003081,14 011600030819,14 -0116-0003-081-9,5,REED AMERICUS & GLORIA J, ,P.O. BOX 2668,DULUTH GA 30096, , ,348,C408,C3,C,494200,197680,81080,116600, ,0,0,1983, ,2010,6,0, ,81,20101028,14 01160003081,1.40E+12,3 ASHBY ST SW, ,0, 14 01160003081,0,3081, ,14 011600030819,CONVENIENCE FOOD MARKET 348,T,Ashview Heights,1.40E+12,C,photos\86\32082\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-2-13-0-29_1.jpg,Good,Good,Yes,N
52948,52645,2010,1117 LEE ST,14 01190005114,14 011900051143,14 -0119-0005-114-3,5,PARKASH MANJIT, ,2310 HOPEWELL PLANTATION,ALPHARETTA GA 30004, , ,348,C603,C3,C,619700,247880,85560,162320, ,0.69,0,1980, ,2010,6,0, ,114,20101028,14 01190005114,1.40E+12,1117 LEE ST, ,0, 14 01190005114,0,5114, ,14 011900051143,CONVENIENCE FOOD MARKET 348,S,Oakland City,1.40E+12,C,0,Poor,Deterirated,Yes,Y
53549,52576,2010,1097 LEE ST SW,14 01190005018,14 011900050186,14 -0119-0005-018-6,5,CHUNG HAK SOO, ,1097 LEE ST SW,ATLANTA GA 30310, , ,348,C603,C3,C,136900,54760,9920,44840, ,0.15,0,1974, ,2010,6,0, ,18,20101028,14 01190005018,1.40E+12,1097 LEE ST SW, ,0, 14 01190005018,0,5018, ,14 011900050186,CONVENIENCE FOOD MARKET 348,S,Oakland City,1.40E+12,C,0,Poor,Deterirated,Yes,Y
55260,54076,2010,1469 CAMPBELLTON RD SW,14 01360001010,14 013600010106,14 -0136-0001-010-6,05Q,AHLUWALIA GUR P, ,1625 PINETREE PASS LN SW,LILBURN GA 30047 5666, , ,348,C603,C3,C,803600,321440,219520,101920, ,0.43,0,1998, ,2010,6,0, ,10,20101028,14 01360001010,1.40E+12,1469 CAMPBELLTON RD SW, ,0, 14 01360001010,0,1010, ,14 013600010106,CONVENIENCE FOOD MARKET 348,S,Venetian Hills,1.40E+12,C,photos\124\178760\img_rpt-allensr_at_tapinspect_dot_com-2012-5-23-11-15-56_1.jpg,Fair,Fair,Yes,N
55801,55494,2010,598 CASCADE AVE SW,14 0139  LL026,14 0139  LL0261,14 -0139-  LL-026-1,5,E S CASADE ONE LLC, ,55 WASHINGTON ST # 612,BROOKLYN NY 11223, , ,347,C603,C4,C,5437500,2175000,1101800,1073200, ,3.65,0,1994, ,2010,6,0, ,26,20101028,14 0139  LL026,140139LL026,598 CASCADE AVE SW, ,0, 14 0139  LL026,0,L026, ,14 0139  LL0261,SUPERMARKET 347,T,West End,140139LL026,C,photos\50\136580\img_rpt-tjhill11_at_yahoo_dot_com-2012-3-15-11-52-56_2.jpg,Good,Good,Yes,N
55863,55715,2010,1450 DONNELLY AVE SW,14 01390003095,14 013900030952,14 -0139-0003-095-2,5,PALADINS PARTNERS LLC, ,5317 T L BOWER WAY,FLOWERY BRANCH GA 30542 2898, , ,333,C603,C3,C,669900,267960,117360,150600, ,0.85,0,1969, ,2010,6,0, ,95,20101028,14 01390003095,1.40E+12,1450 DONNELLY AVE SW, ,0, 14 01390003095,0,3095, ,14 013900030952,SERVICE STATION WITH BAYS 333,T,West End,1.40E+12,C,photos\124\182349\img_rpt-allensr_at_tapinspect_dot_com-2012-5-29-11-7-25_1.jpg,Fair,Fair,Yes,N
56772,56604,2010,1355 RALPH D ABERNATHY BLVD SW,14 01400008110,14 014000081101,14 -0140-0008-110-1,5,KAMSHAN L L C, ,115 ARBOR GATE,PEACHTREE CITY GA 30269, , ,348,C603,C3,C,692300,276920,87600,189320, ,0.71,0,1985, ,2010,6,0, ,110,20101028,14 01400008110,1.40E+12,1355 RALPH D ABERNATHY BLVD SW, ,0, 14 01400008110,0,8110, ,14 014000081101,CONVENIENCE FOOD MARKET 348,T,West End,1.40E+12,C,photos\124\183497\img_rpt-allensr_at_tapinspect_dot_com-2012-5-30-10-24-36_1.jpg,Poor,Fair,Yes,N
57132,56475,2010,LUCILE AVE SW,14 01400007001,14 014000070013,14 -0140-0007-001-3,5,ANDERSON PAUL S TR, ,0 .,. . ., , ,323,C603,C3,C,110200,44080,7080,37000, ,0.05,0,1930, ,2010,6,0, ,1,20101028,14 01400007001,1.40E+12,LUCILE AVE SW, ,0, 14 01400007001,0,7001, ,14 014000070013,FOOD STANDS 323,T,Westview,1.40E+12,C,0, , , , 
57140,56484,2010,1371 RALPH D ABERNATHY BLVD SW,14 01400007012,14 014000070120,14 -0140-0007-012-0,5,LIU & LIU LLC, ,421 BELGRAVE LN,TUCKER GA 30084, , ,323,C603,C3,C,150640,60260,42080,18180, ,0.05,0,0, ,2010,6,0, ,12,20101028,14 01400007012,1.40E+12,1371 RALPH D ABERNATHY BLVD SW, ,0, 14 01400007012,0,7012, ,14 014000070120,FOOD STANDS 323,T,Westview,1.40E+12,C,photos\124\183500\img_rpt-allensr_at_tapinspect_dot_com-2012-5-30-10-33-52_1.jpg,Poor,Poor,Yes,N
57189,58845,2010,1285 JOSEPH E BOONE BLVD NW,14 01430010025,14 014300100254,14 -0143-0010-025-4,5,P ONE PROPERTIES LLC, ,1858 INDEPENDENCE SQ STE D,ATLANTA GA 30338, , ,334,C408,C3,C,102500,41000,4840,36160, ,0,0,1980, ,2010,6,0, ,25,20101028,14 01430010025,1.40E+12,1285 JOSEPH E BOONE BLVD NW, ,0, 14 01430010025,0,25, ,14 014300100254,SERVICE STATION W/O BAYS 334,K,Bankhead,1.40E+12,C,photos\91\73470\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-20-11-53-8_1.jpg,Good,Good,Yes,N
57218,58443,2010,568 CHAPPELL RD,14 01430001035,14 014300010354,14 -0143-0001-035-4,5,BLUE STAR INVESTORS LLC, ,568 LANE ST,ROCKMART GA 30153, , ,348,C408,C3,C,1689600,675840,488680,187160, ,0,0,1970, ,2010,6,0, ,35,20101028,14 01430001035,1.40E+12,568 CHAPPELL RD, ,0, 14 01430001035,0,1035, ,14 014300010354,CONVENIENCE FOOD MARKET 348,J,Grove Park,1.40E+12,C,photos\123\147473\img_rpt-shandra_at_tapinspect_dot_com-2012-4-4-16-11-18_1.jpg,Good,Good,Yes,N
57382,58485,2010,575 CHAPPELL RD NW,14 01430002057,14 014300020577,14 -0143-0002-057-7,5,CHAPPELL MK L L C, ,80 SENOIA CT,SENOIA GA 30276, , ,348,C408,C3,C,882000,352800,154080,198720, ,0.83,0,1998, ,2010,6,0, ,57,20101028,14 01430002057,1.40E+12,575 CHAPPELL RD NW, ,0, 14 01430002057,0,2057, ,14 014300020577,CONVENIENCE FOOD MARKET 348,K,Bankhead,1.40E+12,C,photos\87\72087\img_rpt-sotherynop_at_gmail_dot_com-2012-1-12-10-29-31_1.jpg,Good,Good,Yes,N
59110,60344,2010,1739 M L KING JR DR SW,14 01480001107,14 014800011076,14 -0148-0001-107-6,5,AP AT PROPERTIES LLC, ,1720 MLK JR DR,ATLANTA GA 30314, , ,348,C409,C3,C,446800,178720,52080,126640, ,0,0,1972, ,2010,6,0, ,107,20101028,14 01480001107,1.40E+12,1739 M L KING JR DR SW, ,0, 14 01480001107,0,1107, ,14 014800011076,CONVENIENCE FOOD MARKET 348,K,Mozley Park,1.40E+12,C,photos\91\84783\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-26-11-40-7_1.jpg,Good,Good,Yes,N
59324,60402,2010,1720 M L KING JR DR SW,14 01480002126,14 014800021265,14 -0148-0002-126-5,5,ANIRIN INC, ,3599 MILL CREEK RD NE,ATLANTA GA 30319, , ,348,C409,C3,C,720615,288250,46290,241960, ,0.34,0,2002, ,2010,6,0, ,126,20101028,14 01480002126,1.40E+12,1720 M L KING JR DR SW, ,0, 14 01480002126,0,2126, ,14 014800021265,CONVENIENCE FOOD MARKET 348,K,Mozley Park,1.40E+12,C,photos\86\86019\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-11-39-37_1.jpg,Good,Good,Yes,N
59325,60404,2010,1681 RALPH D ABERNATHY BLVD SW,14 01480002128,14 014800021281,14 -0148-0002-128-1,5,PALADINS PARTNERS LLC, ,5317 T L BOWER WAY,FLOWERY BRANCH GA 30542 2898, , ,348,C601,C3,C,312900,125160,61840,63320, ,0.51,0,1983, ,2010,6,0, ,128,20101028,14 01480002128,1.40E+12,1681 RALPH D ABERNATHY BLVD SW, ,0, 14 01480002128,0,2128, ,14 014800021281,CONVENIENCE FOOD MARKET 348,I,I2,1.40E+12,C,photos\124\184765\img_rpt-allensr_at_tapinspect_dot_com-2012-6-1-10-4-13_1.jpg,Fair,Good,Yes,N
60125,59364,2010,1568 DONALD LEE HOLLOWELL PKWY NW,14 01460003005,14 014600030052,14 -0146-0003-005-2,05V,VU ANTHONY & TRAN LANH, ,1568 BANKHEAD HWY,ATLANTA GA 30318, , ,348,C409,C3,C,306100,122440,29840,92600, ,0,0,1964, ,2010,6,0, ,5,20101028,14 01460003005,1.40E+12,1568 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01460003005,0,3005, ,14 014600030052,CONVENIENCE FOOD MARKET 348,J,Grove Park,1.40E+12,C,photos\123\147350\img_rpt-shandra_at_tapinspect_dot_com-2012-4-4-14-1-32_2.jpg,Good,Good,Yes,N
60276,59197,2010,1677 DONALD LEE HOLLOWELL PKWY NW,14 01450006034,14 014500060340,14 -0145-0006-034-0,05V,DIMPLE PROPERTIES LLC, ,2754 N DECATUR RD SUITE 118,DECATUR GA 30033, , ,348,C409,C3,C,490600,196240,85560,110680, ,0,0,1956, ,2010,6,0, ,34,20101028,14 01450006034,1.40E+12,1677 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01450006034,0,6034, ,14 014500060340,CONVENIENCE FOOD MARKET 348,J,Grove Park,1.40E+12,C,photos\153\199277\img_rpt-user20_at_apdsolutions_dot_com-2012-8-9-10-42-46_1.jpg,Good,Good,Yes,N
60411,59650,2010,1617 JOSEPH E BOONE BLVD NW,14 01460012042,14 014600120424,14 -0146-0012-042-4,5,REED AMERICUS & GLORIA J, ,P.O. BOX 2668,DULUTH GA 30096, , ,348,C409,C3,C,466700,186680,62760,123920, ,0,0,1983, ,2010,6,0, ,42,20101028,14 01460012042,1.40E+12,1617 JOSEPH E BOONE BLVD NW, ,0, 14 01460012042,0,2042, ,14 014600120424,CONVENIENCE FOOD MARKET 348,J,Grove Park,1.40E+12,C,photos\27\144281\img_rpt-rrdw777_at_gmail_dot_com-2012-3-30-12-32-42_1.jpg,Good,Good,Yes,N
61306,62133,2010,1072 CASCADE AVE SW,14 01510005043,14 015100050433,14 -0151-0005-043-3,5,TOTAL CONVENIENCE INC, ,1072 CASCADE RD,ATLANTA GA 30311, , ,348,C603,C3,C,1019100,407640,196080,211560, ,0.75,0,1997, ,2010,6,0, ,43,20101028,14 01510005043,1.40E+12,1072 CASCADE AVE SW, ,0, 14 01510005043,0,5043, ,14 015100050433,CONVENIENCE FOOD MARKET 348,S,Cascade Avenue/Road,1.40E+12,C,photos\51\136206\img_rpt-javioushill_at_yahoo_dot_com-2012-3-15-11-9-7_1.jpg,Fair,Good,Yes,N
62287,63216,2010,2000 DELOWE DR SW,14 01670004021,14 016700040212,14 -0167-0004-021-2,05Q,DOLLY ENTERPRISES INC, ,130 BRENNAN DR,TYRONE GA 30290, , ,348,C603,C3,C,501800,200720,56520,144200, ,0.61,0,1980, ,2010,6,0, ,21,20101028,14 01670004021,1.40E+12,2000 DELOWE DR SW, ,0, 14 01670004021,0,4021, ,14 016700040212,CONVENIENCE FOOD MARKET 348,R,Campbellton Road,1.40E+12,C,photos\44\145020\img_rpt-octaveceo_at_yahoo_dot_com-2012-3-30-9-22-51_1.jpg,Fair,Fair,Yes,N
62387,63235,2010,1980 DELOWE DR SW,14 01670004044,14 016700040444,14 -0167-0004-044-4,05Q,DOLLY PROPERTIES LLC, ,130 BRENAN DR,TYRONE GA 30290, , ,348,C603,C3,C,597600,239040,59480,179560, ,0,0,1979, ,2010,X,0, ,44,20101028,14 01670004044,1.40E+12,1980 DELOWE DR SW, ,0, 14 01670004044,0,4044, ,14 016700040444,CONVENIENCE FOOD MARKET 348,R,Campbellton Road,1.40E+12,C,photos\44\145036\img_rpt-octaveceo_at_yahoo_dot_com-2012-3-30-9-20-28_1.jpg,Fair,Good,Yes,N
62906,63372,2010,1975 CAMPBELLTON RD SW,14 01680002040,14 016800020403,14 -0168-0002-040-3,05Q,BRANTLEY CLARENCE, ,1981 VENTIAN DR,ATLANTA GA 30311, , ,348,C602,C3,C,290400,116160,57360,58800, ,0.45,0,2003, ,2010,6,0, ,40,20101028,14 01680002040,1.40E+12,1975 CAMPBELLTON RD SW, ,0, 14 01680002040,0,2040, ,14 016800020403,CONVENIENCE FOOD MARKET 348,S,Venetian Hills,1.40E+12,C,photos\124\178798\img_rpt-allensr_at_tapinspect_dot_com-2012-5-23-10-58-27_1.jpg,Fair,Good,Yes,N
63126,63041,2010,1722 CAMPBELLTON RD SW,14 01530005077,14 015300050779,14 -0153-0005-077-9,05Q,STRONG ENTERPRISES INC, ,2046 STANTON RD,EAST POINT GA 30344, , ,348,C603,C3,C,557700,223080,70200,152880, ,0.65,0,1994, ,2010,6,0, ,77,20101028,14 01530005077,1.40E+12,1722 CAMPBELLTON RD SW, ,0, 14 01530005077,0,5077, ,14 015300050779,CONVENIENCE FOOD MARKET 348,R,R1,1.40E+12,C,photos\124\179926\img_rpt-allensr_at_tapinspect_dot_com-2012-5-24-8-22-32_1.jpg,Fair,Good,Yes,N
65039,64716,2010,1977 M L KING JR DR NW,14 01730002047,14 017300020471,14 -0173-0002-047-1,05S,BPR ENTERPRISE INC, ,1977 MARTIN LUTHER KING JR DR,ATLANTA GA 30310, , ,348,C601,C3,C,636600,254640,93640,161000, ,0.67,0,1985, ,2010,6,0, ,47,20101028,14 01730002047,1.40E+12,1977 M L KING JR DR NW, ,0, 14 01730002047,0,2047, ,14 017300020471,CONVENIENCE FOOD MARKET 348,I,I2,1.40E+12,C,photos\91\84660\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-26-11-52-57_1.jpg,Good,Good,Yes,N
65329,65200,2010,202 ANDERSON AVE NW,14 01740008022,14 017400080227,14 -0174-0008-022-7,5,EZIMORA PAUL, ,5672 FELDWOOD RD,ATLANTA GA 30349, , ,333,C409,C3,C,137400,54960,16240,38720, ,0,0,1978, ,2010,6,0, ,22,20101028,14 01740008022,1.40E+12,202 ANDERSON AVE NW, ,0, 14 01740008022,0,8022, ,14 017400080227,SERVICE STATION WITH BAYS 333,J,Dixie Hills,1.40E+12,C,photos\86\125661\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-2-24-10-9-12_1.jpg,Good,Good,Yes,N
65821,67006,2010,2174 DONALD LEE HOLLOWELL PKWY NW,14 01770017069,14 017700170694,14 -0177-0017-069-4,05S,RKS & SONS INC, ,2174 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318, , ,347,C410,C3,C,980400,392160,120880,271280, ,0,0,1978, ,2010,S,0, ,69,20101028,14 01770017069,1.40E+12,2174 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01770017069,0,7069, ,14 017700170694,SUPERMARKET 347,J,Grove Park,1.40E+12,C,photos\153\199369\img_rpt-user20_at_apdsolutions_dot_com-2012-8-9-10-21-34_1.jpg,Not Visible,No Structure,No,Not Visible
66162,66484,2010,1990 DONALD LEE HOLLOWELL PKWY NW,14 01760016001,14 017600160019,14 -0176-0016-001-9,05V,PRINCE TUCKER INC, ,1990 BANKHEAD HWY,ATLANTA GA 30318, , ,348,C409,C3,C,424800,169920,63720,106200, ,0,0,1969, ,2010,6,0, ,1,20101028,14 01760016001,1.40E+12,1990 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 01760016001,0,6001, ,14 017600160019,CONVENIENCE FOOD MARKET 348,J,Grove Park,1.40E+12,C,photos\153\199283\img_rpt-user20_at_apdsolutions_dot_com-2012-8-9-10-33-2_1.jpg,Good,Good,Yes,N
66934,65625,2010,1981 JOSEPH E BOONE BLVD NW,14 01750006063,14 017500060632,14 -0175-0006-063-2,5,KHAN MANAGEMENT INC, ,1981 JOSEPH E BOONE BLVD NW,ATLANTA GA 30314 1118, , ,348,C409,C3,C,423900,169560,93960,75600, ,0,0,1961, ,2010,6,0, ,63,20101028,14 01750006063,1.40E+12,1981 JOSEPH E BOONE BLVD NW, ,0, 14 01750006063,0,6063, ,14 017500060632,CONVENIENCE FOOD MARKET 348,J,Grove Park,1.40E+12,C,photos\130\152034\img_rpt-tabatha_at_tapinspect_dot_com-2012-4-12-11-24-21_1.jpg,Good,Good,Yes,N
67344,68643,2010,2271 CASCADE RD SW,14 01830003053,14 018300030536,14 -0183-0003-053-6,5,ROHRIG INVESTMENT LP, ,3520 PIEDMONT RD NE STE 410,ATLANTA GA 30305 1512, , ,333,C602,C3,C,210000,84000,36720,47280, ,0.17,0,1954, ,2010,6,0, ,53,20101028,14 01830003053,1.40E+12,2271 CASCADE RD SW, ,0, 14 01830003053,0,3053, ,14 018300030536,SERVICE STATION WITH BAYS 333,S,Cascade Avenue/Road,1.40E+12,C,photos\91\92309\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-30-10-10-46_1.jpg,Good,Good,Yes,N
67660,68725,2010,2247 CASCADE RD SW,14 01830005048,14 018300050484,14 -0183-0005-048-4,5,DONGOR CORPORATION, ,1465 WESTWOOD AVE SW,ATLANTA GA 30310, , ,348,C603,C3,C,282800,113120,37560,75560, ,0.32,0,1955, ,2010,6,0, ,48,20101028,14 01830005048,1.40E+12,2247 CASCADE RD SW, ,0, 14 01830005048,0,5048, ,14 018300050484,CONVENIENCE FOOD MARKET 348,S,Cascade Avenue/Road,1.40E+12,C,photos\91\92212\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-30-10-8-48_1.jpg,Good,Good,Yes,N
